Date,Country,Camp,School,Subject
12/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
13/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
13/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
13/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
16/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
16/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
18/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
18/02/2020,South Sudan,Ajuong Thok,Napata,Languages
18/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
19/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
19/02/2020,South Sudan,Ajuong Thok,Napata,Languages
19/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
20/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
20/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
20/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
23/02/2020,South Sudan,Ajuong Thok,Napata,Mathematics
23/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
23/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
24/02/2020,South Sudan,Ajuong Thok,Napata,Mathematics
25/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
25/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
26/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
26/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
27/02/2020,South Sudan,Ajuong Thok,Napata,Languages
27/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
27/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
01/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
01/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
02/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
02/03/2020,South Sudan,Ajuong Thok,Napata,Mathematics
02/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
04/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
04/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
04/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
05/03/2020,South Sudan,Ajuong Thok,Napata,Mathematics
05/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
08/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
08/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
10/03/2020,South Sudan,Ajuong Thok,Napata,Languages
10/03/2020,South Sudan,Ajuong Thok,Napata,Languages
11/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
11/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
12/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
12/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
15/03/2020,South Sudan,Ajuong Thok,Napata,Mathematics
15/03/2020,South Sudan,Ajuong Thok,Napata,Languages
15/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
17/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
17/03/2020,South Sudan,Ajuong Thok,Napata,Languages
19/03/2020,South Sudan,Ajuong Thok,Napata,Sciences
19/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
19/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
12/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
04/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
10/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
03/03/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
24/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
17/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
17/02/2020,South Sudan,Ajuong Thok,Napata,Mathematics
16/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
30/06/2019,South Sudan,Ajuong Thok,Napata,Languages
30/06/2019,South Sudan,Ajuong Thok,Napata,Sciences
01/07/2019,South Sudan,Ajuong Thok,Napata,Sciences
03/07/2019,South Sudan,Ajuong Thok,Napata,Mathematics
09/07/2019,South Sudan,Ajuong Thok,Napata,Sciences
09/07/2019,South Sudan,Ajuong Thok,Napata,Languages
10/07/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
14/07/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
14/07/2019,South Sudan,Ajuong Thok,Napata,Mathematics
15/07/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
17/07/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
18/07/2019,South Sudan,Ajuong Thok,Napata,Sciences
22/07/2019,South Sudan,Ajuong Thok,Napata,Sciences
23/07/2019,South Sudan,Ajuong Thok,Napata,Languages
30/07/2019,South Sudan,Ajuong Thok,Napata,Languages
30/07/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
01/08/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
06/08/2019,South Sudan,Ajuong Thok,Napata,Sciences
06/08/2019,South Sudan,Ajuong Thok,Napata,Mathematics
07/08/2019,South Sudan,Ajuong Thok,Napata,Sciences
14/08/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
14/08/2019,South Sudan,Ajuong Thok,Napata,Sciences
15/08/2019,South Sudan,Ajuong Thok,Napata,Sciences
20/08/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
21/08/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
23/09/2019,South Sudan,Ajuong Thok,Napata,Sciences
29/09/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
02/10/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
09/10/2019,South Sudan,Ajuong Thok,Napata,Sciences
10/10/2019,South Sudan,Ajuong Thok,Napata,Languages
24/10/2019,South Sudan,Ajuong Thok,Napata,Mathematics
27/10/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
29/10/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
31/10/2019,South Sudan,Ajuong Thok,Napata,Sciences
03/11/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
03/11/2019,South Sudan,Ajuong Thok,Napata,Languages
04/11/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
04/11/2019,South Sudan,Ajuong Thok,Napata,Sciences
05/11/2019,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
05/02/2020,South Sudan,Ajuong Thok,Napata,Languages
09/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
11/02/2020,South Sudan,Ajuong Thok,Napata,Sciences
12/02/2020,South Sudan,Ajuong Thok,Napata,Humanities / General Culture
28/02/2017,DR Congo,Boyabu,Ecole Primaire,Languages
02/03/2017,DR Congo,Boyabu,Ecole Primaire,Languages
02/03/2017,DR Congo,Boyabu,Ecole Primaire,Languages
07/03/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
06/03/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
07/03/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
07/03/2017,DR Congo,Boyabu,Ecole Primaire,Humanities / General Culture
06/03/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
06/03/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
19/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
19/04/2017,DR Congo,Boyabu,Ecole Primaire,Mathematics
19/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
20/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
20/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
26/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
27/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
26/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
27/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
18/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
21/04/2017,DR Congo,Boyabu,Ecole Primaire,Languages
27/04/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
03/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
03/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
08/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
08/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
09/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
09/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
08/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
08/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
22/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
22/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
24/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
23/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Other
23/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
22/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
24/05/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
19/09/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
02/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
02/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
03/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
02/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
02/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
05/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
03/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
09/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
10/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
16/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
16/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
16/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
18/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
18/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
24/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
24/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
25/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
24/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
24/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
27/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
18/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
31/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
31/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
31/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
31/10/2017,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
10/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
11/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
19/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
24/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
24/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
31/01/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
02/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
07/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
08/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
07/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
08/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
14/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
14/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
16/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
16/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
21/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
21/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
28/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
27/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Other
01/03/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
01/03/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
28/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
01/03/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
27/02/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
14/03/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
12/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
11/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
18/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
17/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
19/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
18/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
19/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
19/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
18/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
17/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
20/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
20/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
30/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
25/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
25/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
25/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
25/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
26/04/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
08/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
10/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
10/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
10/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
22/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
22/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
23/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
25/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
25/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
08/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
10/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
25/05/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Other
28/09/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
12/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
28/09/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
28/09/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
16/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
16/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
15/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
15/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
16/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
18/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
16/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
18/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
15/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
28/01/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
18/10/2018,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
05/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
07/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Mathematics
05/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
11/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
11/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
07/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
05/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
31/01/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
31/01/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
14/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
28/01/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
14/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
14/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
18/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
19/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
19/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
19/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
19/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
22/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
22/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
26/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
26/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
19/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
27/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
28/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
28/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
28/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
12/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
12/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
07/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
07/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
07/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
12/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
12/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
07/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
27/02/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Languages
03/04/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
04/04/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
24/04/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
24/04/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
18/03/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
14/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
14/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Humanities / General Culture
20/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
21/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
22/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,ICT / Computer Science
23/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Other
23/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Other
21/05/2019,DR Congo,Boyabu,Boyabu Ecole Primaire,Sciences
